recency,baby,computers,fixed_telephony,furniture_decor,musical_instruments,sports_leisure,telephony,toys,other_categories,freight_value,frequency_medium,mean_review_score,ratio_comment_message
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.06,0,5,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1,4,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,36.43,0,5,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,9.3,1,5,100.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,1,5,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9,38.46,1,5,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.32,0,5,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,14.1,0,3,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63,0,4,0.0
186,0.0,0.0,0.0,72.9,0.0,0.0,0.0,0.0,0.0,16.27,1,5,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,1,5,0.0
176,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,11.95,1,5,100.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82,0,5,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0,5,0.0
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.79,0,4,100.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,17.63,0,5,0.0
134,0.0,0.0,0.0,0.0,0.0,53.9,0.0,0.0,0.0,11.88,1,5,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,15.66,1,4,0.0
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.9,0.0,14.0,0,5,100.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.59,1,5,100.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.1,0,5,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,1,4,100.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,60.51,0,4,100.0
86,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,25.38,0,4,100.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,1,4,100.0
99,0.0,0.0,0.0,0.0,0.0,0.0,12.98,0.0,0.0,15.1,0,4,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0,2,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.37,0,3,100.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.449999999999996,1,5,66.66666666666666
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,7.78,0,1,0.0
248,0.0,0.0,0.0,0.0,0.0,69.49,0.0,0.0,0.0,9.27,0,1,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.55,0,1,100.0
48,0.0,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,15.1,0,1,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0,1,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.45,1,5,100.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,15.56,1,5,100.0
558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.14,0,4,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.17,0,4,0.0
0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,69.89,1,2,0.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0,5,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.81,0,4,100.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.46,1,4,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,12.48,0,3,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.09,0.0,15.1,1,3,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,15.79,0,5,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,9.74,1,5,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.97,0.0,17.75,0,5,100.0
174,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,16.31,0,5,100.0
106,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,25.63,0,3,100.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.9,0.0,18.44,1,3,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.99,17.78,1,3,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,11.99,0,3,100.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0,1,100.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,34.15,0,3,100.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.99,0.0,21.64,0,4,0.0
440,0.0,0.0,0.0,0.0,0.0,64.9,0.0,0.0,0.0,35.56,1,3,100.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.99,0.0,13.86,1,5,100.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.9,0.0,102.7,0,5,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,1,5,100.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.03,1,5,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.0,0.0,14.1,0,5,100.0
191,0.0,0.0,0.0,0.0,0.0,59.9,0.0,0.0,0.0,16.18,0,1,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,15.1,0,2,100.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.99,21.31,1,4,100.0
27,0.0,0.0,0.0,0.0,0.0,0.0,29.98,0.0,0.0,18.23,0,5,100.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.43,1,1,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.25,42.3,0,5,100.0
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65,1,1,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,0,4,100.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0,5,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.26,1,1,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76,1,1,100.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,15.45,0,1,100.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,4,100.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.68,0,4,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27,0,4,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,15.1,0,5,100.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,0.0,11.15,0,5,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,16.55,0,1,100.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,58.13,0,1,100.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,17.88,0,5,100.0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.150000000000006,0,3,100.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.57,0,3,100.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86,0,3,100.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,1,3,50.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,0,1,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,12.03,0,1,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,11.31,1,5,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.9,0.0,15.59,1,5,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,0,1,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.44,0,1,0.0
158,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,16.16,0,4,100.0
149,0.0,0.0,0.0,0.0,0.0,0.0,55.98,0.0,0.0,28.2,0,4,100.0
433,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,0.0,27.61,0,5,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74,0,5,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,1,5,100.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.14,1,5,100.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14,0,5,100.0
212,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,15.45,1,5,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.09,0,5,100.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73,0,1,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,1,3,100.0
47,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,16.11,0,3,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74,1,3,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,4,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.76,17.79,1,4,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.69,17.92,1,5,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,1,4,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.34,2,4,50.0
82,0.0,0.0,0.0,0.0,0.0,1089.0,0.0,0.0,0.0,36.0,0,4,0.0
265,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,18.06,1,4,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0,5,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,7.39,0,5,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.11,0,2,100.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84,0,2,0.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.72,0,2,100.0
134,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,14.1,0,2,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,1,2,0.0
238,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,45.47,0,2,0.0
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92,0,5,100.0
263,0.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,79.38,1,5,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,16.88,0,4,100.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.11,0,1,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.9,24.25,0,1,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0,1,100.0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.79,0,1,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1,1,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.43,0.0,16.14,1,1,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.73,1,5,100.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0,5,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,16.67,0,5,0.0
425,0.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,15.65,0,2,100.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.9,9.72,0,5,0.0
184,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34,1,4,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94,0,5,0.0
401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,35.56,0,5,100.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.9,20.02,1,4,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.9,21.47,0,4,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.9,16.94,1,4,0.0
138,0.0,0.0,0.0,39.9,0.0,0.0,0.0,0.0,0.0,14.1,0,4,100.0
149,0.0,0.0,0.0,0.0,0.0,69.9,0.0,129.8,0.0,67.17999999999999,1,4,50.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.99,19.99,16.83,1,5,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54,0,3,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,0,1,100.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,0,5,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,246.62,0.0,0.0,37.05,1,1,100.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.99,0.0,17.55,1,1,0.0
129,0.0,0.0,0.0,0.0,34.99,0.0,0.0,0.0,0.0,16.11,0,1,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0,5,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.65,0,5,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.67,0,3,100.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,15.34,0,2,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56,0,2,100.0
123,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,26.93,0,5,0.0
301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.49,18.62,0,5,100.0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,16.85,0,5,100.0
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,10.96,0,1,100.0
241,119.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,58.129999999999995,1,5,100.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,1,3,0.0
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.05,1,5,100.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0,3,100.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.9,34.5,2,3,0.0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0,1,100.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23,0,5,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.69,0,5,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67,0,4,0.0
408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,0,5,0.0
215,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.21,0,3,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.76,0,5,0.0
451,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,17.44,1,3,100.0
14,0.0,0.0,0.0,0.0,0.0,89.1,0.0,0.0,0.0,16.59,1,3,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.14,1,5,100.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.28,0,5,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0,1,100.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8,26.63,0,5,33.33333333333333
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.9,18.2,1,5,100.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,7.78,0,5,100.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0,5,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0,1,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9,11.85,0,5,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1,5,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,15.42,0,5,0.0
451,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,0.0,14.52,1,5,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.66,0,5,100.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32,0,4,0.0
436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.52,0,5,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.99,15.13,0,5,100.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87,0,5,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,48.0,0,5,100.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,5,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.97,18.02,1,5,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,1,5,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,1,5,100.0
53,0.0,0.0,0.0,76.8,0.0,0.0,0.0,0.0,0.0,35.84,0,5,100.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,5,100.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.9,43.07,0,5,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,8.72,0,5,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.54,0,5,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17,1,5,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04,0,4,100.0
220,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,16.31,0,5,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.9,16.09,0,4,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,4,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,3,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8,0.0,13.54,0,5,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,23.5,1,5,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,15.1,0,1,100.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0,5,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.9,20.02,1,5,100.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.17,1,4,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41,0,5,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28,1,5,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,1,5,0.0
115,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.16,0,4,100.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.64,1,5,0.0
68,0.0,0.0,0.0,0.0,0.0,59.9,0.0,0.0,0.0,14.17,0,5,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9,17.84,1,4,0.0
236,0.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,20.98,0,5,100.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,1,5,100.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.439999999999998,0,5,50.0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12,1,5,100.0
145,0.0,0.0,0.0,59.9,0.0,0.0,0.0,0.0,0.0,15.18,1,4,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.93,0,4,0.0
365,0.0,0.0,0.0,79.9,0.0,0.0,0.0,0.0,0.0,18.84,1,2,0.0
454,0.0,0.0,0.0,45.9,0.0,0.0,0.0,0.0,0.0,10.96,1,4,100.0
13,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,39.99,57.96,1,4,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,25.63,0,1,100.0
179,0.0,0.0,0.0,0.0,0.0,239.9,0.0,0.0,0.0,115.53,0,1,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,18.23,0,5,100.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,20.14,0,4,100.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0,5,100.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07,0,4,0.0
393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54,0,4,100.0
360,109.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0,2,0.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0,4,100.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,17.7,0,5,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.34,1,5,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.09,1,5,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.87,21.99,31.21,1,5,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.25999999999999,1,4,0.0
95,0.0,0.0,0.0,158.9,0.0,0.0,0.0,0.0,0.0,34.12,1,5,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,15.23,1,1,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.15,0,5,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,12.79,0,5,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.9,0.0,16.15,0,5,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,27.61,0,4,100.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.99,9.97,1,4,0.0
8,0.0,0.0,0.0,88.34,0.0,0.0,0.0,0.0,0.0,24.83,0,5,0.0
100,0.0,0.0,0.0,897.0,0.0,0.0,0.0,0.0,0.0,71.88,0,5,100.0
436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83,0,5,0.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.91,0,4,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88,1,5,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,37.99,0.0,0.0,18.23,0,5,100.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,1,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.54,0,5,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15,0,4,0.0
51,0.0,0.0,0.0,0.0,0.0,74.99,0.0,0.0,0.0,15.28,1,5,0.0
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.46,0,5,100.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,8.11,0,5,100.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,1,5,100.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,5,0.0
164,0.0,0.0,0.0,0.0,0.0,149.9,0.0,0.0,0.0,25.89,0,4,100.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78,0,5,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.95,21.41,0,5,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0,1,100.0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.800000000000004,0,1,100.0
119,0.0,0.0,0.0,0.0,0.0,21.33,0.0,0.0,0.0,8.27,0,4,100.0
185,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.79,1,3,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.49,15.1,0,5,100.0
128,64.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.69,0,4,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,17.88,0,5,100.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.35,0,5,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0,5,100.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,15.28,0,5,100.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9,0.0,11.76,0,3,0.0
148,0.0,0.0,0.0,115.19999999999999,0.0,0.0,0.0,0.0,0.0,45.33,1,2,100.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,16.93,0,5,100.0
